title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
【愛蔵版】新世紀エヴァンゲリオン 5 - Neon Genesis Evangelion (Collector's Edition),"【愛蔵版】新世紀エヴァンゲリオン 5 - Neon Genesis Evangelion (Collector's Edition)


コミック版「エヴァ」が遂に愛蔵版で登場!


コミック版「エヴァ」が【愛蔵版】(全7巻)で登場! カバーイラストは描き下ろし、A5判での刊行! 著者の直筆メッセージとイラストをプリントした【記念色紙】付き!


愛蔵版は2巻ずつの内容を収録した、[全7巻]! カバーイラストはすべて描き下ろし、A5判での刊行!

各巻ごとにグッズが付属したプレミアムな仕様となっています。


5巻に付属するグッズの内容はこちら!!


【サイン色紙 〈碇シンジ&渚カヲル〉】

貞本義行直筆のイラスト・メッセージ・サインが印刷された、愛蔵版ならではの逸品!!

[色紙サイズ:約15cm×約13.5cm]",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230881.jpg,"貞本 義行, カラー",Kinokuniya Book Stores,2021,348,Tiếng Nhật,Manga Books,https://www.fahasa.com/5-357760.html
【愛蔵版】新世紀エヴァンゲリオン 4 - Neon Genesis Evangelion (Collector's Edition),"【愛蔵版】新世紀エヴァンゲリオン 4 - Neon Genesis Evangelion (Collector's Edition)


コミック版「エヴァ」が遂に愛蔵版で登場!


コミック版「エヴァ」が【愛蔵版】(全7巻)で登場! カバーイラストは描き下ろし、A5判での刊行! 数々の「貞本エヴァ」のイラストを収録した【豪華イラスト集】付き!


愛蔵版は2巻ずつの内容を収録した、[全7巻]! カバーイラストはすべて描き下ろし、A5判での刊行!

各巻ごとにグッズが付属したプレミアムな仕様となっています。


4巻に付属するグッズの内容はこちら!!


【イラスト集 〈Part.I〉】

貞本義行の「エヴァ」のイラストが、A5判サイズの約50ページのイラスト集に!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230880.jpg,貞本 義行,Kinokuniya Book Stores,2021,364,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/4-357759.html
ブルーピリオド 1 - Blue Period 1,"ブルーピリオド 1 (アフタヌーンKC) - BURUU PIRIODO 1


成績優秀かつスクールカースト上位の充実した毎日を送りつつ、どこか空虚な焦燥感を感じて生きる高校生・矢口八虎(やぐち やとら)は、ある日、一枚の絵に心奪われる。その衝撃は八虎を駆り立て、美しくも厳しい美術の世界へ身を投じていく。美術のノウハウうんちく満載、美大を目指して青春を燃やすスポ根受験物語、八虎と仲間たちは「好きなこと」を支えに未来を目指す!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230910.jpg,山口 つばさ,Kinokuniya Book Stores,2017,224,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-kc-buruu-piriodo-1.html
呪術廻戦 公式ファンブック - Jujutsu Kaisen Official Fan Book,"呪術廻戦 公式ファンブック - Jujutsu Kaisen Official Fan Book


キャラQ&A 設定解説 各話コメンタリー 作者全面稼働!!!

まるっと1冊ほぼ新情報で構成された 初の公式ファンブック

キャラクター 芥見先生全力回答! 70以上のキャラにまつわる新規Q&A350問以上!! 初公開プロフィールも!

設定 芥見先生へ徹底取材! 用語や設定を大紹介!! 芥見先生への取材で判明した初公開の設定も多数!

コメンタリー 芥見先生が語り尽くす! 0巻~8巻64話を芥見先生が振り返る、贅沢な各話解説!

インタビュー 芥見先生のルーツに迫る! 芥見先生の“原点”を映画、マンガ、アニメの3項目から紐解く、インタビュー!

芥見下々×『BLEACH』久保帯人特別対談

2人が描き下ろしたお互いの作品の好きなキャライラストも掲載!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088826363.jpg,芥見 下々,Kinokuniya Book Stores,2021,232,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/jujutsu-kaisen-koushiki-fan-bukku.html
ハイキュー!! ファイナルガイドブック 排球極! (ジャンプコミックス) HAI KYUU ! ! FAINARUGAIDOBU,"ハイキュー!! ファイナルガイドブック 排球極! (ジャンプコミックス)


ハイキュー!!登場選手の記録解説を完全網羅した“究極至極”のガイドブック/作者書きおろし新規コメントも満載/ジャンプNEXT!版読切、さらには描きおろし特別番外編&ポスターも収録!! 特製しおり付き!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230941.jpg,古舘 春一,Kinokuniya Book Stores,2020,368,Tiếng Nhật,Manga Books,https://www.fahasa.com/hai-kyuu-fainarugaidobu.html
葬送のフリーレン 4 (少年サンデーコミックス) SOUSOU NO FURI REN 4,"葬送のフリーレン 4 (少年サンデーコミックス)


勇者たちとの記憶を繋ぐ後日譚ファンタジー


勇者の死後も生き続けるエルフの魔法使い・フリーレン。


かつて勇者たちと冒険した旅路を、再び辿ります。


昔も今も旅路を彩るのは、


かけがえのない出会いと行事(イベント)の数々――


物語は、勇者たちとの日常を思い起こしていく。


英雄たちの“記憶”が繋がっていく後日譚(アフター)ファンタジー!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230970.jpg,"山田 鐘人, アベ ツカサ",Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/4-357889.html
葬送のフリーレン 1 - Sousou No Frieren - Frieren: Beyond Journey's End,"葬送のフリーレン 1 (少年サンデーコミックス)


魔王を倒した勇者一行の後日譚ファンタジー


魔王を倒した勇者一行の“その後”。


魔法使いフリーレンはエルフであり、他の3人と違う部分があります。


彼女が”後”の世界で生きること、感じることとは--


残った者たちが紡ぐ、葬送と祈りとは--


物語は“冒険の終わり”から始まる。


英雄たちの“生き様”を物語る、後日譚(アフター)ファンタジー!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230957.jpg,"山田 鐘人, アベ ツカサ",Kinokuniya Book Stores,2020,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-357840.html
約束のネバーランド ART BOOK WORLD (愛蔵版コミックス),"約束のネバーランド ART BOOK WORLD (愛蔵版コミックス)


描きおろし&未公開イラスト多数!!

約ネバの世界を

500点以上の超美麗カラーで!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230929.jpg,"出水 ぽすか, 白井 カイウ",Kinokuniya Book Stores,2020,208,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/art-book-world.html
ハイキュー!! Complete Illustration book 終わりと始まり (愛蔵版コミックス),"ハイキュー!! Complete Illustration book 終わりと始まり (愛蔵版コミックス)


古館春一 初の大判画集

連載開始から完結まで、8年半の軌跡をカラーイラストで繋ぐ──

カラー原稿完全収録!!

8年半の連載で少年ジャンプ本誌やコミックス用に描きおろした数々のカラーイラスト原稿を完全収録!

充実の描きおろし! ブラジル取材のフルカラールポ漫画も収録!!

カラー原稿には古館先生のコメント解説つき!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230930.jpg,古舘 春一,Kinokuniya Book Stores,2020,400,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/complete-illustration-book.html
ブルーロック13 - Blue Lock 13,"ブルーロック13 (講談社コミックス) - BURUU ROKKU 13


2018年、W杯。日本代表は無残に散った。今大会もベスト16止まり…。アジアでは強豪? 組織力は世界レベル? そんなことは、もう聞き飽きた! 課題は、絶対的な「エースストライカー」の不在。悲願“W杯優勝”のために、ゴールに飢え、勝利に渇き、試合を一変させる革新的な“1人”を作るべく、日本フットボール連合は300人のユース年代の選手達を招集する。まだ無名の高校2年生・潔世一は、己のエゴを以って299人を蹴落とし、最強のエースストライカーの道を駆け上れるか!? 登場人物、全員“俺様”! 史上最もイカれたエゴイストFWサッカー漫画、ここに開幕!!


『適性試験(トライアウト)』を潜り抜け、U-20との決戦に挑む”青い監獄”11傑がついに出揃う! 守備力で名を馳せる日本代表イレブン&天才・糸師 冴に、”青い監獄(ブルーロック)”の攻撃力は通じるのか? 絵心が授ける勝利の鍵は『FLOW』!”青い監獄”が更なる進化を目論むその時、驚愕のストライカーがU-20へと参戦して──? 敗ければ終わる、世紀の一戦!! 刮目せよニッポン! 俺らの”エゴイズム”!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_230919.jpg,"金城 宗幸, ノ村 優介",Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/13-buruu-rokku-13.html
怪獣8号 2 (ジャンプコミックス) KAIJUU 8 GOU 2,"怪獣8号 2 (ジャンプコミックス)


防衛隊員選別試験の最終審査が終了した時、謎の人型怪獣が討伐したはずの本獣を蘇らせ、四ノ宮キコルら受験者たちに襲いかかる。キコル絶体絶命の時、怪獣に変身した日比野カフカが、本獣の前に現れる…! 果たして人型怪獣の正体とは…? その目的とは…? ──謎が深まる第二巻!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088826110.jpg,松本 直也,Kinokuniya Book Stores,2021,204,Tiếng Nhật,Manga Books,https://www.fahasa.com/8-2.html
チェンソーマン 11 - Chainsaw Man 11,"チェンソーマン 11 (ジャンプコミックス)


残酷で無慈悲なマキマの支配が、デンジを追い詰める!! 大切なものを奪い尽くされ、糞詰まっていく心──そんなデンジの耳に響く“チェンソーマン”を呼ぶ声…!! かくしてデンジとマキマは血みどろの荒野で殺し合い、交わることなき“想い”の果て、衝撃の結末が炸裂する!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088825762.jpg,藤本 タツキ,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/11-355862.html
五等分の花嫁 フルカラー版(6) (KCデラックス) FURU KARABAN  GO TOUBUN NO HANAYOME  6,"五等分の花嫁 フルカラー版(6) (KCデラックス)


貧乏な生活を送る高校2年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生!! しかも五つ子だった!! 全員美少女、だけど「落第寸前」「勉強嫌い」の問題児! 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──!?


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。今度こそ、五つ子たちの赤点回避をすべく家庭教師業に邁進しようとした矢先、二乃と五月が喧嘩して家出。四葉は陸上部の助っ人で忙しく、更には“写真の子”が風太郎の目の前に…! トラブル続きっで試験勉強どころではない!? 畳みかける問題に挫けず「期末試験」でリベンジできるか──!? かわいさ500%の五つ子ラブコメ!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065211465.jpg,春場 ねぎ,Kinokuniya Book Stores,2020,189,Tiếng Nhật,Manga Books,https://www.fahasa.com/6-kc-355680.html
五等分の花嫁 フルカラー版(11) (KCデラックス) GO TOUBUN NO HANAYOME FURU KARA 11,"五等分の花嫁 フルカラー版(11) (KCデラックス)


貧乏な生活を送る高校2年生・上杉風太郎のもとに、好条件の家庭教師アルバイトの話が舞い込む。ところが教え子はなんと同級生!! しかも五つ子だった!! 全員美少女、だけど「落第寸前」「勉強嫌い」の問題児! 風太郎は、超個性的な彼女たちを「卒業」まで導けるか──!?


「落第寸前」「勉強嫌い」の美少女五つ子を、アルバイト家庭教師として「卒業」まで導くことになった風太郎。京都への修学旅行中、風太郎をめぐって関係はギクシャクしかけたが、雨降って地固まり、楽しく修学旅行を締めくくることができた。そんな中、六年前の修学旅行で風太郎と出会ったのは四葉だったことが発覚し……。五つ子たちの過去物語が明かされる──!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065211533.jpg,春場 ねぎ,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/11-kc-355673.html
地縛少年 花子くん(14) - CHI BAKU SHOUNEN HANAKO KUN 14,"地縛少年 花子くん(14) - CHI BAKU SHOUNEN HANAKO KUN 14


学園に隠された、七不思議成立の秘密。


七不思議・六番にさらわれた葵を助けに向かった花子くんと寧々だったが、境界から落とされてしまう。そこで出会ったのは“スミレ”という少女で、六番をよく知るようだが…。


学園七不思議怪異譚、積年の想いが明かされる第14巻!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_227511.jpg,あいだいろ,Kinokuniya Book Stores,2020,172,Tiếng Nhật,Manga Books,https://www.fahasa.com/14-chi-baku-shounen-hanako-kun-14.html
チェンソーマン 10 - Chainsaw Man 10,"チェンソーマン 10 - CHENSOUMAN 10


俺がアキを──決して拭い去れない絶望に脳が糞になったデンジは、マキマに救いを求める。だが、一時の安息は更なる悪夢の始まりに過ぎなかった…。デンジの心の禁断の“扉”が開く時、マキマの真の思惑とチェンソーの悪魔の秘密が交錯、血みどろ地獄と化す!!",https://cdn1.fahasa.com/media/catalog/product/i/m/image_227510.jpg,藤本 タツキ,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/10-chensouman-10.html
怪獣8号 1 - ICHI KAIJUU 8 GOU 1,"怪獣8号 1 - ICHI KAIJUU 8 GOU 1


怪獣発生率が世界屈指の日本。この国は、容赦なく怪獣が日常を侵していた。かつて防衛隊員を目指していたが、今は怪獣専門清掃業で働く日比野カフカ。ある日カフカは、謎の生物によって、身体が怪獣化、怪獣討伐を担う日本防衛隊からコードネーム「怪獣8号」と呼ばれる存在になる。",https://cdn1.fahasa.com/media/catalog/product/i/m/image_227509.jpg,松本 直也,Kinokuniya Book Stores,2020,204,Tiếng Nhật,Manga Books,https://www.fahasa.com/8-1-ichi-kaijuu-8-gou-1.html
